iter	Logloss
511	0.4958681786
512	0.4956884691
513	0.495553285
514	0.4954204149
515	0.4952909262
516	0.4950399606
517	0.4948710505
518	0.4946935337
519	0.4944987688
520	0.4943507227
521	0.4941714823
522	0.4940168993
523	0.4938657497
524	0.4937337306
525	0.4936005339
526	0.4934056109
527	0.4932748825
528	0.4930969539
529	0.4929444431
530	0.4928156234
531	0.4926888923
532	0.4925235558
533	0.4923939977
534	0.4922426235
535	0.4920603312
536	0.4919429785
537	0.4918308112
538	0.4916811511
539	0.491524326
540	0.4914114432
541	0.4912391002
542	0.4910976617
543	0.4909605794
544	0.490787283
545	0.490678355
546	0.4905707174
547	0.4904691263
548	0.4903135959
549	0.4901477728
550	0.4900234027
551	0.4898346515
552	0.4897175404
553	0.4895832379
554	0.4894281352
555	0.489230058
556	0.4890785328
557	0.488949758
558	0.4887990294
559	0.4886285045
560	0.4884270776
561	0.4882739261
562	0.4881179729
563	0.4880067918
564	0.4878796791
565	0.4877708163
566	0.487641414
567	0.4875469084
568	0.487397253
569	0.4872602719
570	0.4871053225
571	0.4869935308
572	0.4868650066
573	0.486663552
574	0.4865258669
575	0.4864360277
576	0.4863093739
577	0.4861584928
578	0.4860639729
579	0.4859187343
580	0.4857989431
581	0.4856143444
582	0.4854338122
583	0.4852446772
584	0.4851130537
585	0.484973737
586	0.484821246
587	0.484656233
588	0.4845226624
589	0.4844197643
590	0.4842898522
591	0.4841120301
592	0.4838939347
593	0.4837712759
594	0.4836230742
595	0.4834739415
596	0.4832998981
597	0.4831121896
598	0.4829571145
599	0.4828201542
600	0.4826684253
601	0.4825905343
602	0.4824589138
603	0.4823472067
604	0.4821745763
605	0.4820506788
606	0.4819031592
607	0.4817152245
608	0.4815695415
609	0.4814415813
610	0.4813306184
611	0.4812584188
612	0.4811313106
613	0.4810048257
614	0.4808597906
615	0.4807348197
616	0.4806403753
617	0.4805023715
618	0.480336179
619	0.4802010465
620	0.4800988319
621	0.4799638226
622	0.4798523947
623	0.4796970877
624	0.4795855263
625	0.4794611701
626	0.4793041942
627	0.4791558281
628	0.4789548433
629	0.4787914953
630	0.478653049
631	0.4785389573
632	0.4783806537
633	0.4781978985
634	0.4780922524
635	0.4779733548
636	0.4778257879
637	0.4777158309
638	0.4775930191
639	0.4774236967
640	0.4772884827
641	0.4770838177
642	0.4769631768
643	0.4768605235
644	0.476781071
645	0.4766561518
646	0.4765259346
647	0.4764375276
648	0.4763217527
649	0.4761245803
650	0.4759853736
651	0.4758607402
652	0.4756926957
653	0.4755104551
654	0.4754018463
655	0.4752736246
656	0.4751237641
657	0.4750064746
658	0.4748902957
659	0.4747042383
660	0.4744974193
661	0.4744039904
662	0.4742378749
663	0.4740189034
664	0.4739010346
665	0.4738300373
666	0.4737190385
667	0.4735704702
668	0.4734410263
669	0.4732893234
670	0.4731819161
671	0.4730146165
672	0.4728870408
673	0.4727450937
674	0.4726128052
675	0.4725076515
676	0.47235976
677	0.4722393443
678	0.4721445768
679	0.4720254628
680	0.4718715692
681	0.4717694261
682	0.4716565914
683	0.471578484
684	0.4714611333
685	0.471329347
686	0.4712183984
687	0.471099276
688	0.4709851252
689	0.4708683901
690	0.4707353051
691	0.4705802052
692	0.4704287253
693	0.4702841419
694	0.4701499212
695	0.4700725226
696	0.4699300283
697	0.4697614668
698	0.4696308361
699	0.4694922091
700	0.4693965508
701	0.4692800091
702	0.4691642485
703	0.4690022
704	0.468889672
705	0.4687637125
706	0.4686497433
707	0.4685421441
708	0.4684189071
709	0.4682805196
710	0.4681199046
711	0.4679780388
712	0.467883957
713	0.4677652441
714	0.4676578541
715	0.4674867561
716	0.4673624181
717	0.4672284505
718	0.4671094062
719	0.4669593655
720	0.4668649629
721	0.4667509259
722	0.4666166585
723	0.4665260511
724	0.4663862681
725	0.4662854774
726	0.4661073259
727	0.4660201903
728	0.4659353766
729	0.4657924305
730	0.465642219
731	0.4655580266
732	0.4654520911
733	0.4653572704
734	0.4652191852
735	0.4650871061
736	0.4649815015
737	0.4648793901
738	0.4647002905
739	0.4645934937
740	0.4644533662
741	0.4643523126
742	0.464228213
743	0.4640890446
744	0.4640110948
745	0.4638647476
746	0.4636309662
747	0.4635671172
748	0.4634525271
749	0.4633755114
750	0.4632530639
751	0.4631192638
752	0.4630244264
753	0.4628793245
754	0.4627916618
755	0.4626511042
756	0.462507298
757	0.4623762472
758	0.4622910656
759	0.4621607505
760	0.4619218953
761	0.4617639961
762	0.4616627872
763	0.4615088596
764	0.4614097417
765	0.4612645978
766	0.4611989627
767	0.461137341
768	0.4610173693
769	0.4608908125
770	0.4607535899
771	0.4605774769
772	0.460429822
773	0.4603349841
774	0.4601892782
775	0.46006748
776	0.4599598887
777	0.4598541851
778	0.4597600333
779	0.4596858335
780	0.4595676817
781	0.4594527108
782	0.459368865
783	0.4592310882
784	0.4590313099
785	0.4589304962
786	0.4587959251
787	0.4587103552
788	0.4585907216
789	0.4584920252
790	0.4584101281
791	0.4582869382
792	0.4581489352
793	0.4579752138
794	0.4578307248
795	0.4577526748
796	0.4576463156
797	0.4575120833
798	0.4574478791
799	0.4573391842
800	0.4572464287
801	0.4571855176
802	0.4570901401
803	0.4570150709
804	0.4569087441
805	0.4568049557
806	0.4566139608
807	0.4564775291
808	0.4563518375
809	0.4562502823
810	0.4561126262
811	0.456000484
812	0.4559021918
813	0.4557477436
814	0.4556232631
815	0.4555121707
816	0.4554076466
817	0.4552420619
818	0.455148286
819	0.4549862201
820	0.4548176699
821	0.4547242755
822	0.4545996522
823	0.45448398
824	0.4543714203
825	0.4542416443
826	0.4541488389
827	0.4540611837
828	0.4539696263
829	0.4537657121
830	0.4536586029
831	0.4535193965
832	0.4534342298
833	0.4533381195
834	0.4531921606
835	0.4530780183
836	0.4529628174
837	0.4528738475
838	0.4527858981
839	0.4526580477
840	0.4525134269
841	0.4524359493
842	0.4523599141
843	0.4522619877
844	0.4521844592
845	0.4520451964
846	0.4519325977
847	0.4518184774
848	0.4515595099
849	0.4514559011
850	0.4513372684
851	0.4512534813
852	0.4511356551
853	0.4510423419
854	0.4508813531
855	0.4507440343
856	0.4506379887
857	0.4505480842
858	0.4503709318
859	0.4502489317
860	0.4501155744
861	0.4500389079
862	0.4499691535
863	0.4498594438
864	0.449733993
865	0.4496314458
866	0.4495104784
867	0.4493862935
868	0.4492550179
869	0.4491292661
870	0.4490098307
871	0.4489048022
872	0.4488184486
873	0.4486620202
874	0.4485785421
875	0.4484503476
876	0.4483732483
877	0.4482309367
878	0.4481237635
879	0.4480079382
880	0.447835701
881	0.4477375501
882	0.4476394826
883	0.4475442112
884	0.4474062127
885	0.447277164
886	0.4471593145
887	0.4470603822
888	0.4469528105
889	0.4468000804
890	0.4467461746
891	0.4466330099
892	0.4465268649
893	0.4464043189
894	0.4462441535
895	0.4461589587
896	0.4460729179
897	0.4459435115
898	0.445847579
899	0.4457756089
900	0.4456821861
901	0.4455468854
902	0.4454185624
903	0.4453064836
904	0.445224647
905	0.445136635
906	0.4450735444
907	0.4448879728
908	0.4448007745
909	0.4446940307
910	0.4445809452
911	0.4444259215
912	0.4443117204
913	0.4442119777
914	0.4440727722
915	0.4439864011
916	0.4438517645
917	0.4437594718
918	0.4436519924
919	0.4435863066
920	0.4434720057
921	0.4433422097
922	0.4432375123
923	0.4431174808
924	0.4430325566
925	0.4429357401
926	0.4428427223
927	0.4427549934
928	0.4426500762
929	0.4424957849
930	0.4423349625
931	0.4422289591
932	0.4420974025
933	0.4420140408
934	0.4419004154
935	0.4417508356
936	0.4416075013
937	0.4414858122
938	0.4413659373
939	0.4412763346
940	0.4411606753
941	0.4410535304
942	0.4409579426
943	0.4408414987
944	0.4407796237
945	0.4407206696
946	0.4406199473
947	0.4405206682
948	0.4404196296
949	0.4403116832
950	0.4401460677
951	0.440098186
952	0.4399850706
953	0.4398774275
954	0.4398304674
955	0.4397528116
956	0.4396319884
957	0.4395439529
958	0.4394611703
959	0.4393742944
960	0.4392464387
961	0.439137111
962	0.4390518123
963	0.4389500418
964	0.4388680485
965	0.4387727914
966	0.4386709313
967	0.4385769204
968	0.4384951991
969	0.4384075238
970	0.4383159027
971	0.4382423685
972	0.4381315133
973	0.4380468429
974	0.4379268213
975	0.4378039387
976	0.4377024784
977	0.437570653
978	0.4374575324
979	0.4373837305
980	0.4372638093
981	0.4371273356
982	0.4370099676
983	0.4369007782
984	0.4366961454
985	0.4365754363
986	0.4364761019
987	0.4363251883
988	0.436229263
989	0.436117034
990	0.4360060735
991	0.4359337647
992	0.435811854
993	0.4356668163
994	0.43552749
995	0.4353669197
996	0.435266165
997	0.4351603289
998	0.4349688844
999	0.4348368098
